strategy,symbol,direction,opened_at,closed_at,entry_price,exit_price,qty,notional,stop_price,risk_amount,leverage,margin,fee,slippage_cost,funding,pnl,exit_reason,signal_reason,notes
vwap_clone,ADA-USDT-SWAP,short,2026-09-20T14:15:00+00:00,2026-09-20T14:30:00+00:00,0.2208895,0.2222784006,22094.49029,4880.440912,0.2219454823,23.33139142,10,488.0440912,5.385362881,9.797099632,0,-36.07241276,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.21903 (300 bar), σ=0.000945482; bu bar +2.86σ ile bandın dışında kapandı ve kapanış short yönünde döndü; stop 2×0.5σ (0.221945), hedef VWAP mesafesinin %50'i (0.220015); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp0 | combo_r=-2.951 | combo_n=1 | pick=unexplored",
vwap_clone,ETHFI-USDT-SWAP,long,2026-09-20T14:30:00+00:00,2026-09-20T15:00:00+00:00,0.68904435,0.6963273288,7079.36624,4877.997309,0.6830095663,42.7224442,10,487.7997309,5.394154421,4.903790862,0,46.1647199,tp,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.704551 (300 bar), σ=0.00463235; bu bar -3.56σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2.5×0.5σ (0.68301), hedef VWAP mesafesinin %50'i (0.696676); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp0 | combo_r=nan | combo_n=0 | pick=unexplored",
vwap_clone,PENGU-USDT-SWAP,long,2026-09-20T14:30:00+00:00,2026-09-20T15:00:00+00:00,0.0075867915,0.007642776737,321310.8578,2437.718485,0.007546919142,12.81142163,10,243.7718485,2.691384099,2.446717926,0,15.29728054,partial,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.00773803 (300 bar), σ=3.60809e-05; bu bar -4.42σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (0.00754692), hedef VWAP mesafesinin %50'i (0.00766052); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp0 | combo_r=-2.096 | combo_n=2 | pick=unexplored",
vwap_clone,PENGU-USDT-SWAP,long,2026-09-20T14:30:00+00:00,2026-09-20T15:00:00+00:00,0.0075867915,0.007656685575,321310.8578,2437.718485,0.007546919142,12.81142163,10,243.7718485,2.693842082,2.448953574,0,19.76388299,tp,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.00773803 (300 bar), σ=3.60809e-05; bu bar -4.42σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (0.00754692), hedef VWAP mesafesinin %50'i (0.00766052); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp0 | combo_r=-2.096 | combo_n=2 | pick=unexplored",
vwap_clone,DOGE-USDT-SWAP,long,2026-09-20T14:45:00+00:00,2026-09-20T15:00:00+00:00,0.085152555,0.08537417474,28503.18886,2427.119357,0.08497633621,5.022797458,10,242.7119357,2.673305571,2.430279979,0,3.64356384,partial,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.0862884 (300 bar), σ=0.000178218; bu bar -6.82σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 1.5×0.5σ (0.0849763), hedef VWAP mesafesinin %75'i (0.0859938); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band0_tp1 | combo_r=nan | combo_n=0 | pick=unexplored",
vwap_clone,XRP-USDT-SWAP,short,2026-09-20T15:00:00+00:00,2026-09-20T15:00:00+00:00,1.37781075,1.381562515,3515.58071,4843.804895,1.379493275,5.915053441,10,484.3804895,5.335439683,9.697693928,0,-18.52507305,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=1.37607 (300 bar), σ=0.0014577; bu bar +2.10σ ile bandın dışında kapandı ve kapanış short yönünde döndü; stop 1.5×0.5σ (1.37949), hedef VWAP mesafesinin %100'i (1.37607); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band0_tp2 | combo_r=nan | combo_n=0 | pick=unexplored",
vwap_clone,NEAR-USDT-SWAP,short,2026-09-20T13:15:00+00:00,2026-09-20T15:15:00+00:00,3.704147,3.709703221,1336.382378,4950.156775,3.775289314,95.07333408,10,495.0156775,5.449256332,9.901551709,0,-12.87449149,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=3.46344 (300 bar), σ=0.0554315; bu bar +4.64σ ile bandın dışında kapandı ve kapanış short yönünde döndü; stop 2.5×0.5σ (3.77529), hedef VWAP mesafesinin %75'i (3.52408); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp1 | combo_r=-1.521 | combo_n=1 | pick=unexplored",exit_rule=breakeven
vwap_clone,DOGE-USDT-SWAP,long,2026-09-20T14:45:00+00:00,2026-09-20T15:15:00+00:00,0.085152555,0.08537729,28503.18886,2427.119357,0.08497633621,5.022797458,10,242.7119357,2.673354408,2.430324398,0,3.732309741,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.0862884 (300 bar), σ=0.000178218; bu bar -6.82σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 1.5×0.5σ (0.0849763), hedef VWAP mesafesinin %75'i (0.0859938); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band0_tp1 | combo_r=nan | combo_n=0 | pick=unexplored",exit_rule=giveback
vwap_clone,ETHFI-USDT-SWAP,long,2026-09-20T15:15:00+00:00,2026-09-20T15:30:00+00:00,0.69504735,0.69415275,7058.890794,4906.263341,0.6912788345,26.60153959,10,490.6263341,5.393416489,4.903105546,0,-11.70830019,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.70519 (300 bar), σ=0.00332117; bu bar -3.60σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (0.691279), hedef VWAP mesafesinin %75'i (0.702542); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp1 | combo_r=nan | combo_n=0 | pick=unexplored",exit_rule=breakeven
vwap_clone,BTC-USDT-SWAP,short,2026-09-20T15:30:00+00:00,2026-09-20T15:30:00+00:00,80587.38615,80897.075,0.06025720639,4855.97076,80775.91113,11.35998866,10,485.597076,5.351831377,9.730196102,0,-24.01281616,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=79513.8 (300 bar), σ=118.569; bu bar +10.01σ ile bandın dışında kapandı ve kapanış short yönünde döndü; stop 2.5×0.5σ (80775.9), hedef VWAP mesafesinin %75'i (79792.3); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp1 | combo_r=-0.8282 | combo_n=2 | pick=unexplored",
vwap_clone,ETH-USDT-SWAP,short,2026-09-20T15:30:00+00:00,2026-09-20T15:30:00+00:00,2590.414145,2603.844011,1.873608039,4853.420768,2599.944095,17.85539159,10,485.3420768,5.352602113,9.734838585,0,-30.51490794,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=2557.33 (300 bar), σ=6.58728; bu bar +5.89σ ile bandın dışında kapandı ve kapanış short yönünde döndü; stop 2.5×0.5σ (2599.94), hedef VWAP mesafesinin %100'i (2557.33); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp2 | combo_r=-1.354 | combo_n=2 | pick=unexplored",
vwap_clone,XRP-USDT-SWAP,short,2026-09-20T15:30:00+00:00,2026-09-20T15:30:00+00:00,1.3815089,1.38660972,3511.285461,4850.872115,1.384532921,10.6182005,10,485.0872115,5.345810066,9.718884855,0,-23.25624603,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=1.37683 (300 bar), σ=0.00243292; bu bar +3.15σ ile bandın dışında kapandı ve kapanış short yönünde döndü; stop 2×0.5σ (1.38453), hedef VWAP mesafesinin %100'i (1.37683); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp2 | combo_r=-1.89 | combo_n=3 | pick=unexplored",
vwap_clone,PENGU-USDT-SWAP,long,2026-09-20T15:15:00+00:00,2026-09-20T15:45:00+00:00,0.007627812,0.007670489498,321434.7814,2451.844083,0.007596802225,9.967620095,10,245.1844083,2.704573409,2.458707143,0,11.01345898,partial,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.00774114 (300 bar), σ=2.61978e-05; bu bar -4.20σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (0.0075968), hedef VWAP mesafesinin %100'i (0.00774114); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp2 | combo_r=-1.89 | combo_n=3 | pick=unexplored",
vwap_clone,ETHFI-USDT-SWAP,long,2026-09-20T15:45:00+00:00,2026-09-20T15:45:00+00:00,0.69744855,0.7034401456,3460.756672,2413.699723,0.6932195556,14.63552062,10,241.3699723,2.666474195,2.42407324,0,18.06898023,partial,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.706376 (300 bar), σ=0.00302436; bu bar -3.28σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2.5×0.5σ (0.69322), hedef VWAP mesafesinin %75'i (0.704032); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp1 | combo_r=-1.257 | combo_n=3 | pick=unexplored",
vwap_clone,ETHFI-USDT-SWAP,long,2026-09-20T15:45:00+00:00,2026-09-20T15:45:00+00:00,0.69744855,0.7036802913,3460.756672,2413.699723,0.6932195556,14.63552062,10,241.3699723,2.666931293,2.424488991,0,18.89960903,tp,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.706376 (300 bar), σ=0.00302436; bu bar -3.28σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2.5×0.5σ (0.69322), hedef VWAP mesafesinin %75'i (0.704032); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp1 | combo_r=-1.257 | combo_n=3 | pick=unexplored",
