strategy,symbol,direction,opened_at,closed_at,entry_price,exit_price,qty,notional,stop_price,risk_amount,leverage,margin,fee,slippage_cost,funding,pnl,exit_reason,signal_reason,notes
random_ctrl,BTC-USDT-SWAP,short,2026-09-21T00:00:00+00:00,2026-09-21T08:00:00+00:00,81103.72785,82587.73892,0.07350487014,5961.518983,82464.04286,99.98977795,1,5961.518983,6.617666004,12.07451376,0.600534789,-115.0991723,stop,"KONTROL GRUBU: bilgisiz çekiliş — 50 uygun sembol arasından BTC-USDT-SWAP, yön short; tohum 20240217 + 2026-09-20 20:00 UTC; stop 2×ATR(14)=1319.74 uzakta (82464)",
random_ctrl,ONDO-USDT-SWAP,short,2026-09-20T20:00:00+00:00,2026-09-21T20:00:00+00:00,0.4273862,0.4611335214,3032.181422,1295.912496,0.4604428571,100.2337817,1,1295.912496,1.481784146,2.742499804,0.198304665,-103.6114806,stop,"KONTROL GRUBU: bilgisiz çekiliş — 50 uygun sembol arasından ONDO-USDT-SWAP, yön short; tohum 20240217 + 2026-09-20 16:00 UTC; stop 2×ATR(14)=0.0328429 uzakta (0.460443)",
random_ctrl,LINK-USDT-SWAP,short,2026-09-21T04:00:00+00:00,2026-09-21T20:00:00+00:00,12.675659,13.25113264,180.6702688,2290.114719,13.23128571,100.3852278,4.176431902,548.3424063,2.576310229,4.731380095,0.2820118343,-106.2652761,stop,"KONTROL GRUBU: bilgisiz çekiliş — 50 uygun sembol arasından LINK-USDT-SWAP, yön short; tohum 20240217 + 2026-09-21 00:00 UTC; stop 2×ATR(14)=0.549286 uzakta (13.2313)",boyut komisyon+marj nakde sığsın diye 0.9977 oranında kırpıldı
random_ctrl,FIL-USDT-SWAP,short,2026-09-21T12:00:00+00:00,2026-09-26T04:00:00+00:00,0.98440755,1.085497236,994.6736356,979.1642367,1.083871429,98.93409771,1,979.1642367,1.132383845,2.106974533,0.7532580644,-100.930371,stop,"KONTROL GRUBU: bilgisiz çekiliş — 50 uygun sembol arasından FIL-USDT-SWAP, yön short; tohum 20240217 + 2026-09-21 08:00 UTC; stop 2×ATR(14)=0.0990714 uzakta (1.08387)",
